timestamp,team,fire_cost,damage_cost,total
289.0,red,0.0,52000000000.0,52000000000.0
289.0,blue,1078000000.0,0.0,1078000000.0
290.0,red,0.0,52000000000.0,52000000000.0
290.0,blue,1078000000.0,0.0,1078000000.0
291.0,red,0.0,52000000000.0,52000000000.0
291.0,blue,1078000000.0,0.0,1078000000.0
292.0,red,0.0,52000000000.0,52000000000.0
292.0,blue,1078000000.0,0.0,1078000000.0
293.0,red,0.0,52000000000.0,52000000000.0
293.0,blue,1078000000.0,0.0,1078000000.0
294.0,red,0.0,52000000000.0,52000000000.0
294.0,blue,1078000000.0,0.0,1078000000.0
295.0,red,0.0,52000000000.0,52000000000.0
295.0,blue,1078000000.0,0.0,1078000000.0
296.0,red,0.0,52000000000.0,52000000000.0
296.0,blue,1078000000.0,0.0,1078000000.0
297.0,red,0.0,52000000000.0,52000000000.0
297.0,blue,1078000000.0,0.0,1078000000.0
298.0,red,0.0,52000000000.0,52000000000.0
298.0,blue,1078000000.0,0.0,1078000000.0
299.0,red,0.0,52000000000.0,52000000000.0
299.0,blue,1078000000.0,0.0,1078000000.0
300.0,red,0.0,52000000000.0,52000000000.0
300.0,blue,1078000000.0,0.0,1078000000.0
301.0,red,0.0,52000000000.0,52000000000.0
301.0,blue,1078000000.0,0.0,1078000000.0
302.0,red,0.0,52000000000.0,52000000000.0
302.0,blue,1078000000.0,0.0,1078000000.0
303.0,red,0.0,52000000000.0,52000000000.0
303.0,blue,1078000000.0,0.0,1078000000.0
304.0,red,0.0,52000000000.0,52000000000.0
304.0,blue,1078000000.0,0.0,1078000000.0
305.0,red,0.0,52000000000.0,52000000000.0
305.0,blue,1078000000.0,0.0,1078000000.0
306.0,red,0.0,52000000000.0,52000000000.0
306.0,blue,1078000000.0,0.0,1078000000.0
307.0,red,0.0,52000000000.0,52000000000.0
307.0,blue,1078000000.0,0.0,1078000000.0
308.0,red,0.0,52000000000.0,52000000000.0
308.0,blue,1078000000.0,0.0,1078000000.0
309.0,red,0.0,52000000000.0,52000000000.0
309.0,blue,1078000000.0,0.0,1078000000.0
310.0,red,0.0,52000000000.0,52000000000.0
310.0,blue,1078000000.0,0.0,1078000000.0
311.0,red,0.0,52000000000.0,52000000000.0
311.0,blue,1078000000.0,0.0,1078000000.0
312.0,red,0.0,52000000000.0,52000000000.0
312.0,blue,1078000000.0,0.0,1078000000.0
313.0,red,0.0,52000000000.0,52000000000.0
313.0,blue,1078000000.0,0.0,1078000000.0
314.0,red,0.0,52000000000.0,52000000000.0
314.0,blue,1078000000.0,0.0,1078000000.0
315.0,red,0.0,52000000000.0,52000000000.0
315.0,blue,1078000000.0,0.0,1078000000.0
316.0,red,0.0,52000000000.0,52000000000.0
316.0,blue,1078000000.0,0.0,1078000000.0
317.0,red,0.0,52000000000.0,52000000000.0
317.0,blue,1078000000.0,0.0,1078000000.0
318.0,red,0.0,52000000000.0,52000000000.0
318.0,blue,1078000000.0,0.0,1078000000.0
319.0,red,0.0,52000000000.0,52000000000.0
319.0,blue,1078000000.0,0.0,1078000000.0
320.0,red,0.0,52000000000.0,52000000000.0
320.0,blue,1078000000.0,0.0,1078000000.0
321.0,red,0.0,52000000000.0,52000000000.0
321.0,blue,1078000000.0,0.0,1078000000.0
322.0,red,0.0,52000000000.0,52000000000.0
322.0,blue,1078000000.0,0.0,1078000000.0
323.0,red,0.0,52000000000.0,52000000000.0
323.0,blue,1078000000.0,0.0,1078000000.0
324.0,red,0.0,52000000000.0,52000000000.0
324.0,blue,1078000000.0,0.0,1078000000.0
325.0,red,0.0,52000000000.0,52000000000.0
325.0,blue,1078000000.0,0.0,1078000000.0
326.0,red,0.0,52000000000.0,52000000000.0
326.0,blue,1078000000.0,0.0,1078000000.0
327.0,red,0.0,52000000000.0,52000000000.0
327.0,blue,1078000000.0,0.0,1078000000.0
328.0,red,0.0,52000000000.0,52000000000.0
328.0,blue,1078000000.0,0.0,1078000000.0
329.0,red,0.0,52000000000.0,52000000000.0
329.0,blue,1078000000.0,0.0,1078000000.0
330.0,red,0.0,52000000000.0,52000000000.0
330.0,blue,1078000000.0,0.0,1078000000.0
331.0,red,0.0,52000000000.0,52000000000.0
331.0,blue,1078000000.0,0.0,1078000000.0
332.0,red,0.0,52000000000.0,52000000000.0
332.0,blue,1078000000.0,0.0,1078000000.0
333.0,red,0.0,52000000000.0,52000000000.0
333.0,blue,1078000000.0,0.0,1078000000.0
334.0,red,0.0,52000000000.0,52000000000.0
334.0,blue,1078000000.0,0.0,1078000000.0
335.0,red,0.0,52000000000.0,52000000000.0
335.0,blue,1078000000.0,0.0,1078000000.0
336.0,red,0.0,52000000000.0,52000000000.0
336.0,blue,1078000000.0,0.0,1078000000.0
337.0,red,0.0,52000000000.0,52000000000.0
337.0,blue,1078000000.0,0.0,1078000000.0
338.0,red,0.0,52000000000.0,52000000000.0
338.0,blue,1078000000.0,0.0,1078000000.0
339.0,red,0.0,52000000000.0,52000000000.0
339.0,blue,1078000000.0,0.0,1078000000.0
340.0,red,0.0,52000000000.0,52000000000.0
340.0,blue,1078000000.0,0.0,1078000000.0
341.0,red,0.0,52000000000.0,52000000000.0
341.0,blue,1078000000.0,0.0,1078000000.0
342.0,red,0.0,52000000000.0,52000000000.0
342.0,blue,1078000000.0,0.0,1078000000.0
343.0,red,0.0,52000000000.0,52000000000.0
343.0,blue,1078000000.0,0.0,1078000000.0
344.0,red,0.0,52000000000.0,52000000000.0
344.0,blue,1078000000.0,0.0,1078000000.0
345.0,red,0.0,52000000000.0,52000000000.0
345.0,blue,1078000000.0,0.0,1078000000.0
346.0,red,0.0,52000000000.0,52000000000.0
346.0,blue,1078000000.0,0.0,1078000000.0
347.0,red,0.0,52000000000.0,52000000000.0
347.0,blue,1078000000.0,0.0,1078000000.0
348.0,red,0.0,52000000000.0,52000000000.0
348.0,blue,1078000000.0,0.0,1078000000.0
349.0,red,0.0,52000000000.0,52000000000.0
349.0,blue,1078000000.0,0.0,1078000000.0
350.0,red,0.0,52000000000.0,52000000000.0
350.0,blue,1078000000.0,0.0,1078000000.0
351.0,red,0.0,52000000000.0,52000000000.0
351.0,blue,1078000000.0,0.0,1078000000.0
352.0,red,0.0,52000000000.0,52000000000.0
352.0,blue,1078000000.0,0.0,1078000000.0
353.0,red,0.0,52000000000.0,52000000000.0
353.0,blue,1078000000.0,0.0,1078000000.0
354.0,red,0.0,52000000000.0,52000000000.0
354.0,blue,1078000000.0,0.0,1078000000.0
355.0,red,0.0,52000000000.0,52000000000.0
355.0,blue,1078000000.0,0.0,1078000000.0
356.0,red,0.0,52000000000.0,52000000000.0
356.0,blue,1078000000.0,0.0,1078000000.0
357.0,red,0.0,52000000000.0,52000000000.0
357.0,blue,1078000000.0,0.0,1078000000.0
358.0,red,0.0,52000000000.0,52000000000.0
358.0,blue,1078000000.0,0.0,1078000000.0
359.0,red,0.0,52000000000.0,52000000000.0
359.0,blue,1078000000.0,0.0,1078000000.0
360.0,red,0.0,52000000000.0,52000000000.0
360.0,blue,1078000000.0,0.0,1078000000.0
361.0,red,0.0,52000000000.0,52000000000.0
361.0,blue,1078000000.0,0.0,1078000000.0
362.0,red,0.0,52000000000.0,52000000000.0
362.0,blue,1078000000.0,0.0,1078000000.0
363.0,red,0.0,52000000000.0,52000000000.0
363.0,blue,1078000000.0,0.0,1078000000.0
364.0,red,0.0,52000000000.0,52000000000.0
364.0,blue,1078000000.0,0.0,1078000000.0
365.0,red,0.0,52000000000.0,52000000000.0
365.0,blue,1078000000.0,0.0,1078000000.0
366.0,red,0.0,52000000000.0,52000000000.0
366.0,blue,1078000000.0,0.0,1078000000.0
367.0,red,0.0,52000000000.0,52000000000.0
367.0,blue,1078000000.0,0.0,1078000000.0
368.0,red,0.0,52000000000.0,52000000000.0
368.0,blue,1078000000.0,0.0,1078000000.0
369.0,red,0.0,52000000000.0,52000000000.0
369.0,blue,1078000000.0,0.0,1078000000.0
370.0,red,0.0,52000000000.0,52000000000.0
370.0,blue,1078000000.0,0.0,1078000000.0
371.0,red,0.0,52000000000.0,52000000000.0
371.0,blue,1078000000.0,0.0,1078000000.0
372.0,red,0.0,52000000000.0,52000000000.0
372.0,blue,1078000000.0,0.0,1078000000.0
373.0,red,0.0,52000000000.0,52000000000.0
373.0,blue,1078000000.0,0.0,1078000000.0
374.0,red,0.0,52000000000.0,52000000000.0
374.0,blue,1078000000.0,0.0,1078000000.0
375.0,red,0.0,52000000000.0,52000000000.0
375.0,blue,1078000000.0,0.0,1078000000.0
376.0,red,0.0,52000000000.0,52000000000.0
376.0,blue,1078000000.0,0.0,1078000000.0
377.0,red,0.0,52000000000.0,52000000000.0
377.0,blue,1078000000.0,0.0,1078000000.0
378.0,red,0.0,52000000000.0,52000000000.0
378.0,blue,1078000000.0,0.0,1078000000.0
379.0,red,0.0,52000000000.0,52000000000.0
379.0,blue,1078000000.0,0.0,1078000000.0
380.0,red,0.0,52000000000.0,52000000000.0
380.0,blue,1078000000.0,0.0,1078000000.0
381.0,red,0.0,52000000000.0,52000000000.0
381.0,blue,1078000000.0,0.0,1078000000.0
382.0,red,0.0,52000000000.0,52000000000.0
382.0,blue,1078000000.0,0.0,1078000000.0
383.0,red,0.0,52000000000.0,52000000000.0
383.0,blue,1078000000.0,0.0,1078000000.0
384.0,red,0.0,52000000000.0,52000000000.0
384.0,blue,1078000000.0,0.0,1078000000.0
385.0,red,0.0,52000000000.0,52000000000.0
385.0,blue,1078000000.0,0.0,1078000000.0
386.0,red,0.0,52000000000.0,52000000000.0
386.0,blue,1078000000.0,0.0,1078000000.0
387.0,red,0.0,52000000000.0,52000000000.0
387.0,blue,1078000000.0,0.0,1078000000.0
388.0,red,0.0,52000000000.0,52000000000.0
388.0,blue,1078000000.0,0.0,1078000000.0
389.0,red,0.0,52000000000.0,52000000000.0
389.0,blue,1078000000.0,0.0,1078000000.0
390.0,red,0.0,52000000000.0,52000000000.0
390.0,blue,1078000000.0,0.0,1078000000.0
391.0,red,0.0,52000000000.0,52000000000.0
391.0,blue,1078000000.0,0.0,1078000000.0
392.0,red,0.0,52000000000.0,52000000000.0
392.0,blue,1078000000.0,0.0,1078000000.0
393.0,red,0.0,52000000000.0,52000000000.0
393.0,blue,1078000000.0,0.0,1078000000.0
394.0,red,0.0,52000000000.0,52000000000.0
394.0,blue,1078000000.0,0.0,1078000000.0
395.0,red,0.0,52000000000.0,52000000000.0
395.0,blue,1078000000.0,0.0,1078000000.0
396.0,red,0.0,52000000000.0,52000000000.0
396.0,blue,1078000000.0,0.0,1078000000.0
397.0,red,0.0,52000000000.0,52000000000.0
397.0,blue,1078000000.0,0.0,1078000000.0
398.0,red,0.0,52000000000.0,52000000000.0
398.0,blue,1078000000.0,0.0,1078000000.0
399.0,red,0.0,52000000000.0,52000000000.0
399.0,blue,1078000000.0,0.0,1078000000.0
400.0,red,0.0,52000000000.0,52000000000.0
400.0,blue,1078000000.0,0.0,1078000000.0
401.0,red,0.0,52000000000.0,52000000000.0
401.0,blue,1078000000.0,0.0,1078000000.0
402.0,red,0.0,52000000000.0,52000000000.0
402.0,blue,1078000000.0,0.0,1078000000.0
403.0,red,0.0,52000000000.0,52000000000.0
403.0,blue,1078000000.0,0.0,1078000000.0
404.0,red,0.0,52000000000.0,52000000000.0
404.0,blue,1078000000.0,0.0,1078000000.0
405.0,red,0.0,52000000000.0,52000000000.0
405.0,blue,1078000000.0,0.0,1078000000.0
406.0,red,0.0,52000000000.0,52000000000.0
406.0,blue,1078000000.0,0.0,1078000000.0
407.0,red,0.0,52000000000.0,52000000000.0
407.0,blue,1078000000.0,0.0,1078000000.0
408.0,red,0.0,52000000000.0,52000000000.0
408.0,blue,1078000000.0,0.0,1078000000.0
409.0,red,0.0,52000000000.0,52000000000.0
409.0,blue,1078000000.0,0.0,1078000000.0
410.0,red,0.0,52000000000.0,52000000000.0
410.0,blue,1078000000.0,0.0,1078000000.0
411.0,red,0.0,52000000000.0,52000000000.0
411.0,blue,1078000000.0,0.0,1078000000.0
412.0,red,0.0,52000000000.0,52000000000.0
412.0,blue,1078000000.0,0.0,1078000000.0
413.0,red,0.0,52000000000.0,52000000000.0
413.0,blue,1078000000.0,0.0,1078000000.0
414.0,red,0.0,52000000000.0,52000000000.0
414.0,blue,1078000000.0,0.0,1078000000.0
415.0,red,0.0,52000000000.0,52000000000.0
415.0,blue,1078000000.0,0.0,1078000000.0
416.0,red,0.0,52000000000.0,52000000000.0
416.0,blue,1078000000.0,0.0,1078000000.0
417.0,red,0.0,52000000000.0,52000000000.0
417.0,blue,1078000000.0,0.0,1078000000.0
418.0,red,0.0,52000000000.0,52000000000.0
418.0,blue,1078000000.0,0.0,1078000000.0
419.0,red,0.0,52000000000.0,52000000000.0
419.0,blue,1078000000.0,0.0,1078000000.0
420.0,red,0.0,52000000000.0,52000000000.0
420.0,blue,1078000000.0,0.0,1078000000.0
421.0,red,0.0,52000000000.0,52000000000.0
421.0,blue,1078000000.0,0.0,1078000000.0
422.0,red,0.0,52000000000.0,52000000000.0
422.0,blue,1078000000.0,0.0,1078000000.0
423.0,red,0.0,52000000000.0,52000000000.0
423.0,blue,1078000000.0,0.0,1078000000.0
424.0,red,0.0,52000000000.0,52000000000.0
424.0,blue,1078000000.0,0.0,1078000000.0
425.0,red,0.0,52000000000.0,52000000000.0
425.0,blue,1078000000.0,0.0,1078000000.0
426.0,red,0.0,52000000000.0,52000000000.0
426.0,blue,1078000000.0,0.0,1078000000.0
427.0,red,0.0,52000000000.0,52000000000.0
427.0,blue,1078000000.0,0.0,1078000000.0
428.0,red,0.0,52000000000.0,52000000000.0
428.0,blue,1078000000.0,0.0,1078000000.0
429.0,red,0.0,52000000000.0,52000000000.0
429.0,blue,1078000000.0,0.0,1078000000.0
430.0,red,0.0,52000000000.0,52000000000.0
430.0,blue,1080000000.0,0.0,1080000000.0
431.0,red,0.0,52000000000.0,52000000000.0
431.0,blue,1080000000.0,0.0,1080000000.0
432.0,red,0.0,52000000000.0,52000000000.0
432.0,blue,1080000000.0,0.0,1080000000.0
433.0,red,0.0,52000000000.0,52000000000.0
433.0,blue,1080000000.0,0.0,1080000000.0
434.0,red,0.0,52000000000.0,52000000000.0
434.0,blue,1080000000.0,0.0,1080000000.0
435.0,red,0.0,52000000000.0,52000000000.0
435.0,blue,1080000000.0,0.0,1080000000.0
436.0,red,0.0,52000000000.0,52000000000.0
436.0,blue,1084000000.0,0.0,1084000000.0
437.0,red,0.0,52000000000.0,52000000000.0
437.0,blue,1088000000.0,0.0,1088000000.0
438.0,red,0.0,52000000000.0,52000000000.0
438.0,blue,1096000000.0,0.0,1096000000.0
439.0,red,0.0,52000000000.0,52000000000.0
439.0,blue,1096000000.0,0.0,1096000000.0
440.0,red,0.0,52000000000.0,52000000000.0
440.0,blue,1096000000.0,0.0,1096000000.0
441.0,red,0.0,52000000000.0,52000000000.0
441.0,blue,1100000000.0,0.0,1100000000.0
442.0,red,0.0,52000000000.0,52000000000.0
442.0,blue,1104000000.0,0.0,1104000000.0
443.0,red,0.0,52000000000.0,52000000000.0
443.0,blue,1116000000.0,0.0,1116000000.0
444.0,red,0.0,52000000000.0,52000000000.0
444.0,blue,1120000000.0,0.0,1120000000.0
445.0,red,0.0,52000000000.0,52000000000.0
445.0,blue,1120000000.0,0.0,1120000000.0
446.0,red,0.0,52000000000.0,52000000000.0
446.0,blue,1128000000.0,0.0,1128000000.0
447.0,red,0.0,52000000000.0,52000000000.0
447.0,blue,1136000000.0,0.0,1136000000.0
448.0,red,0.0,52000000000.0,52000000000.0
448.0,blue,1136000000.0,0.0,1136000000.0
449.0,red,0.0,52000000000.0,52000000000.0
449.0,blue,1136000000.0,0.0,1136000000.0
450.0,red,0.0,52000000000.0,52000000000.0
450.0,blue,1136000000.0,0.0,1136000000.0
451.0,red,0.0,52000000000.0,52000000000.0
451.0,blue,1140000000.0,0.0,1140000000.0
452.0,red,0.0,52000000000.0,52000000000.0
452.0,blue,1140000000.0,0.0,1140000000.0
453.0,red,0.0,52000000000.0,52000000000.0
453.0,blue,1140000000.0,0.0,1140000000.0
454.0,red,0.0,52000000000.0,52000000000.0
454.0,blue,1140000000.0,0.0,1140000000.0
455.0,red,0.0,52000000000.0,52000000000.0
455.0,blue,1140000000.0,0.0,1140000000.0
456.0,red,0.0,52000000000.0,52000000000.0
456.0,blue,1140000000.0,0.0,1140000000.0
457.0,red,0.0,52000000000.0,52000000000.0
457.0,blue,1140000000.0,0.0,1140000000.0
458.0,red,0.0,52000000000.0,52000000000.0
458.0,blue,1140000000.0,0.0,1140000000.0
459.0,red,0.0,52000000000.0,52000000000.0
459.0,blue,1140000000.0,0.0,1140000000.0
460.0,red,0.0,52000000000.0,52000000000.0
460.0,blue,1140000000.0,0.0,1140000000.0
461.0,red,0.0,52000000000.0,52000000000.0
461.0,blue,1140000000.0,0.0,1140000000.0
462.0,red,0.0,52000000000.0,52000000000.0
462.0,blue,1140000000.0,0.0,1140000000.0
463.0,red,0.0,52000000000.0,52000000000.0
463.0,blue,1140000000.0,0.0,1140000000.0
464.0,red,0.0,52000000000.0,52000000000.0
464.0,blue,1140000000.0,0.0,1140000000.0
465.0,red,0.0,52000000000.0,52000000000.0
465.0,blue,1140000000.0,0.0,1140000000.0
466.0,red,0.0,52000000000.0,52000000000.0
466.0,blue,1140000000.0,0.0,1140000000.0
467.0,red,0.0,52000000000.0,52000000000.0
467.0,blue,1140000000.0,0.0,1140000000.0
468.0,red,0.0,52000000000.0,52000000000.0
468.0,blue,1140000000.0,0.0,1140000000.0
469.0,red,0.0,52000000000.0,52000000000.0
469.0,blue,1140000000.0,0.0,1140000000.0
470.0,red,0.0,52000000000.0,52000000000.0
470.0,blue,1140000000.0,0.0,1140000000.0
471.0,red,0.0,52000000000.0,52000000000.0
471.0,blue,1140000000.0,0.0,1140000000.0
472.0,red,0.0,52000000000.0,52000000000.0
472.0,blue,1140000000.0,0.0,1140000000.0
473.0,red,0.0,52000000000.0,52000000000.0
473.0,blue,1140000000.0,0.0,1140000000.0
474.0,red,0.0,52000000000.0,52000000000.0
474.0,blue,1140000000.0,0.0,1140000000.0
475.0,red,0.0,52000000000.0,52000000000.0
475.0,blue,1140000000.0,0.0,1140000000.0
476.0,red,0.0,52000000000.0,52000000000.0
476.0,blue,1140000000.0,0.0,1140000000.0
477.0,red,0.0,52000000000.0,52000000000.0
477.0,blue,1140000000.0,0.0,1140000000.0
478.0,red,0.0,52000000000.0,52000000000.0
478.0,blue,1140000000.0,0.0,1140000000.0
479.0,red,0.0,52000000000.0,52000000000.0
479.0,blue,1140000000.0,0.0,1140000000.0
480.0,red,0.0,52000000000.0,52000000000.0
480.0,blue,1140000000.0,0.0,1140000000.0
481.0,red,0.0,52000000000.0,52000000000.0
481.0,blue,1140000000.0,0.0,1140000000.0
482.0,red,0.0,52000000000.0,52000000000.0
482.0,blue,1140000000.0,0.0,1140000000.0
483.0,red,0.0,52000000000.0,52000000000.0
483.0,blue,1140000000.0,0.0,1140000000.0
484.0,red,0.0,52000000000.0,52000000000.0
484.0,blue,1140000000.0,0.0,1140000000.0
485.0,red,0.0,52000000000.0,52000000000.0
485.0,blue,1140000000.0,0.0,1140000000.0
486.0,red,0.0,52000000000.0,52000000000.0
486.0,blue,1140000000.0,0.0,1140000000.0
487.0,red,0.0,52000000000.0,52000000000.0
487.0,blue,1140000000.0,0.0,1140000000.0
488.0,red,0.0,52000000000.0,52000000000.0
488.0,blue,1140000000.0,0.0,1140000000.0
489.0,red,0.0,52000000000.0,52000000000.0
489.0,blue,1140000000.0,0.0,1140000000.0
490.0,red,0.0,52000000000.0,52000000000.0
490.0,blue,1140000000.0,0.0,1140000000.0
491.0,red,0.0,52000000000.0,52000000000.0
491.0,blue,1140000000.0,0.0,1140000000.0
492.0,red,0.0,52000000000.0,52000000000.0
492.0,blue,1140000000.0,0.0,1140000000.0
493.0,red,0.0,52000000000.0,52000000000.0
493.0,blue,1140000000.0,0.0,1140000000.0
494.0,red,0.0,52000000000.0,52000000000.0
494.0,blue,1140000000.0,0.0,1140000000.0
495.0,red,0.0,52000000000.0,52000000000.0
495.0,blue,1140000000.0,0.0,1140000000.0
496.0,red,0.0,52000000000.0,52000000000.0
496.0,blue,1140000000.0,0.0,1140000000.0
497.0,red,0.0,52000000000.0,52000000000.0
497.0,blue,1140000000.0,0.0,1140000000.0
498.0,red,0.0,52000000000.0,52000000000.0
498.0,blue,1140000000.0,0.0,1140000000.0
499.0,red,0.0,52000000000.0,52000000000.0
499.0,blue,1140000000.0,0.0,1140000000.0
500.0,red,0.0,52000000000.0,52000000000.0
500.0,blue,1140000000.0,0.0,1140000000.0
501.0,red,0.0,52000000000.0,52000000000.0
501.0,blue,1140000000.0,0.0,1140000000.0
502.0,red,0.0,52000000000.0,52000000000.0
502.0,blue,1140000000.0,0.0,1140000000.0
503.0,red,0.0,52000000000.0,52000000000.0
503.0,blue,1140000000.0,0.0,1140000000.0
504.0,red,0.0,52000000000.0,52000000000.0
504.0,blue,1140000000.0,0.0,1140000000.0
505.0,red,0.0,52000000000.0,52000000000.0
505.0,blue,1140000000.0,0.0,1140000000.0
506.0,red,0.0,52000000000.0,52000000000.0
506.0,blue,1140000000.0,0.0,1140000000.0
507.0,red,0.0,52000000000.0,52000000000.0
507.0,blue,1144000000.0,0.0,1144000000.0
508.0,red,0.0,52000000000.0,52000000000.0
508.0,blue,1148000000.0,0.0,1148000000.0
509.0,red,0.0,52000000000.0,52000000000.0
509.0,blue,1156000000.0,0.0,1156000000.0
510.0,red,0.0,52000000000.0,52000000000.0
510.0,blue,1164000000.0,0.0,1164000000.0
511.0,red,0.0,52000000000.0,52000000000.0
511.0,blue,1164000000.0,0.0,1164000000.0
512.0,red,0.0,52000000000.0,52000000000.0
512.0,blue,1168000000.0,0.0,1168000000.0
513.0,red,0.0,52000000000.0,52000000000.0
513.0,blue,1188000000.0,0.0,1188000000.0
514.0,red,0.0,52000000000.0,52000000000.0
514.0,blue,1196000000.0,0.0,1196000000.0
515.0,red,0.0,52000000000.0,52000000000.0
515.0,blue,1204000000.0,0.0,1204000000.0
516.0,red,0.0,52000000000.0,52000000000.0
516.0,blue,1212000000.0,0.0,1212000000.0
517.0,red,0.0,52000000000.0,52000000000.0
517.0,blue,1220000000.0,0.0,1220000000.0
518.0,red,0.0,56000000000.0,56000000000.0
518.0,blue,1222000000.0,0.0,1222000000.0
519.0,red,0.0,56000000000.0,56000000000.0
519.0,blue,1238000000.0,0.0,1238000000.0
520.0,red,0.0,56000000000.0,56000000000.0
520.0,blue,1242000000.0,0.0,1242000000.0
521.0,red,0.0,56000000000.0,56000000000.0
521.0,blue,1258000000.0,0.0,1258000000.0
522.0,red,0.0,56000000000.0,56000000000.0
522.0,blue,1278000000.0,0.0,1278000000.0
523.0,red,0.0,56000000000.0,56000000000.0
523.0,blue,1282000000.0,0.0,1282000000.0
524.0,red,0.0,56000000000.0,56000000000.0
524.0,blue,1302000000.0,0.0,1302000000.0
525.0,red,0.0,56000000000.0,56000000000.0
525.0,blue,1322000000.0,0.0,1322000000.0
526.0,red,0.0,56000000000.0,56000000000.0
526.0,blue,1342000000.0,0.0,1342000000.0
527.0,red,0.0,56000000000.0,56000000000.0
527.0,blue,1358000000.0,0.0,1358000000.0
528.0,red,0.0,56000000000.0,56000000000.0
528.0,blue,1374000000.0,0.0,1374000000.0
529.0,red,0.0,56000000000.0,56000000000.0
529.0,blue,1374000000.0,0.0,1374000000.0
530.0,red,0.0,56000000000.0,56000000000.0
530.0,blue,1378000000.0,0.0,1378000000.0
531.0,red,0.0,56000000000.0,56000000000.0
531.0,blue,1382000000.0,0.0,1382000000.0
532.0,red,0.0,56000000000.0,56000000000.0
532.0,blue,1382000000.0,0.0,1382000000.0
533.0,red,0.0,56000000000.0,56000000000.0
533.0,blue,1382000000.0,0.0,1382000000.0
534.0,red,0.0,56000000000.0,56000000000.0
534.0,blue,1382000000.0,0.0,1382000000.0
535.0,red,0.0,56000000000.0,56000000000.0
535.0,blue,1382000000.0,0.0,1382000000.0
536.0,red,0.0,56000000000.0,56000000000.0
536.0,blue,1382000000.0,0.0,1382000000.0
537.0,red,0.0,56000000000.0,56000000000.0
537.0,blue,1382000000.0,0.0,1382000000.0
538.0,red,0.0,56000000000.0,56000000000.0
538.0,blue,1382000000.0,0.0,1382000000.0
539.0,red,0.0,56000000000.0,56000000000.0
539.0,blue,1382000000.0,0.0,1382000000.0
540.0,red,0.0,56000000000.0,56000000000.0
540.0,blue,1382000000.0,0.0,1382000000.0
541.0,red,0.0,56000000000.0,56000000000.0
541.0,blue,1382000000.0,0.0,1382000000.0
542.0,red,0.0,56000000000.0,56000000000.0
542.0,blue,1382000000.0,0.0,1382000000.0
543.0,red,0.0,56000000000.0,56000000000.0
543.0,blue,1382000000.0,0.0,1382000000.0
544.0,red,0.0,56000000000.0,56000000000.0
544.0,blue,1382000000.0,0.0,1382000000.0
545.0,red,0.0,56000000000.0,56000000000.0
545.0,blue,1382000000.0,0.0,1382000000.0
546.0,red,0.0,56000000000.0,56000000000.0
546.0,blue,1382000000.0,0.0,1382000000.0
547.0,red,0.0,56000000000.0,56000000000.0
547.0,blue,1382000000.0,0.0,1382000000.0
548.0,red,0.0,56000000000.0,56000000000.0
548.0,blue,1382000000.0,0.0,1382000000.0
549.0,red,0.0,56000000000.0,56000000000.0
549.0,blue,1382000000.0,0.0,1382000000.0
550.0,red,0.0,56000000000.0,56000000000.0
550.0,blue,1382000000.0,0.0,1382000000.0
551.0,red,0.0,56000000000.0,56000000000.0
551.0,blue,1382000000.0,0.0,1382000000.0
552.0,red,0.0,56000000000.0,56000000000.0
552.0,blue,1382000000.0,0.0,1382000000.0
553.0,red,0.0,56000000000.0,56000000000.0
553.0,blue,1382000000.0,0.0,1382000000.0
554.0,red,0.0,56000000000.0,56000000000.0
554.0,blue,1382000000.0,0.0,1382000000.0
555.0,red,0.0,56000000000.0,56000000000.0
555.0,blue,1382000000.0,0.0,1382000000.0
556.0,red,0.0,56000000000.0,56000000000.0
556.0,blue,1382000000.0,0.0,1382000000.0
557.0,red,0.0,56000000000.0,56000000000.0
557.0,blue,1382000000.0,0.0,1382000000.0
558.0,red,0.0,56000000000.0,56000000000.0
558.0,blue,1382000000.0,0.0,1382000000.0
559.0,red,0.0,56000000000.0,56000000000.0
559.0,blue,1382000000.0,0.0,1382000000.0
560.0,red,0.0,56000000000.0,56000000000.0
560.0,blue,1382000000.0,0.0,1382000000.0
561.0,red,0.0,56000000000.0,56000000000.0
561.0,blue,1382000000.0,0.0,1382000000.0
562.0,red,0.0,56000000000.0,56000000000.0
562.0,blue,1382000000.0,0.0,1382000000.0
563.0,red,0.0,56000000000.0,56000000000.0
563.0,blue,1382000000.0,0.0,1382000000.0
564.0,red,0.0,56000000000.0,56000000000.0
564.0,blue,1382000000.0,0.0,1382000000.0
565.0,red,0.0,56000000000.0,56000000000.0
565.0,blue,1382000000.0,0.0,1382000000.0
566.0,red,0.0,56000000000.0,56000000000.0
566.0,blue,1382000000.0,0.0,1382000000.0
567.0,red,0.0,56000000000.0,56000000000.0
567.0,blue,1382000000.0,0.0,1382000000.0
568.0,red,0.0,56000000000.0,56000000000.0
568.0,blue,1382000000.0,0.0,1382000000.0
569.0,red,0.0,56000000000.0,56000000000.0
569.0,blue,1382000000.0,0.0,1382000000.0
570.0,red,0.0,56000000000.0,56000000000.0
570.0,blue,1382000000.0,0.0,1382000000.0
571.0,red,0.0,56000000000.0,56000000000.0
571.0,blue,1382000000.0,0.0,1382000000.0
572.0,red,0.0,56000000000.0,56000000000.0
572.0,blue,1382000000.0,0.0,1382000000.0
573.0,red,0.0,56000000000.0,56000000000.0
573.0,blue,1382000000.0,0.0,1382000000.0
